competitors_name,country,total,place,judging,finals,category,competition,location,date,url,img_url
Stefanie Blaine,"{'city': 'Arlington', 'state': 'TX', 'country': 'United States'}",29.0,10,29.0,0.0,Women's Wellness,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp6-800x570.jpg
Kassandra Gillis,"{'city': '', 'state': '', 'country': 'Canada'}",6.0,2,6.0,0.0,Women's Wellness,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp6-800x570.jpg
Grecia Hernandez,"{'city': 'San Juan', 'state': 'TX', 'country': 'United States'}",12.0,4,12.0,0.0,Women's Wellness,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp6-800x570.jpg
Marcela Mattos,"{'city': '', 'state': '', 'country': 'Brazil'}",15.0,5,15.0,0.0,Women's Wellness,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp6-800x570.jpg
Lisa Meisinwinkel,"{'city': '', 'state': '', 'country': 'Germany'}",3.0,1,3.0,0.0,Women's Wellness,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp6-800x570.jpg
Celeste Morales,"{'city': 'Harlingen', 'state': 'TX', 'country': 'United States'}",44.0,15,44.0,0.0,Women's Wellness,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp6-800x570.jpg
Alyssa Muoio,"{'city': 'Spring Hill', 'state': 'FL', 'country': 'United States'}",33.0,11,33.0,0.0,Women's Wellness,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp6-800x570.jpg
Natasha Novak,"{'city': '', 'state': '', 'country': 'United Kingdom'}",21.0,7,21.0,0.0,Women's Wellness,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp6-800x570.jpg
Hayley Overall,"{'city': '', 'state': '', 'country': 'United Kingdom'}",43.0,14,43.0,0.0,Women's Wellness,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp6-800x570.jpg
Amber Pacheco,"{'city': 'Wheat Ridge', 'state': 'CO', 'country': 'United States'}",28.0,9,28.0,0.0,Women's Wellness,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp6-800x570.jpg
Dannii Pickstock,"{'city': '', 'state': '', 'country': 'United Kingdom'}",18.0,6,18.0,0.0,Women's Wellness,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp6-800x570.jpg
Tracy Williams,"{'city': 'Mansfield', 'state': 'TX', 'country': 'United States'}",24.0,8,24.0,0.0,Women's Wellness,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp6-800x570.jpg
Alexis Davis,"{'city': 'Norman', 'state': 'OK', 'country': 'United States'}",22.0,7,22.0,0.0,Women's Figure,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp4-800x365.jpg
Yesenia Fuentes,"{'city': 'Mcallen', 'state': 'TX', 'country': 'United States'}",30.0,10,30.0,0.0,Women's Figure,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp4-800x365.jpg
Nelly Gonzalez,"{'city': '', 'state': '', 'country': 'Mexico'}",11.0,4,11.0,0.0,Women's Figure,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp4-800x365.jpg
Gabriela Linhartova,"{'city': '', 'state': '', 'country': 'Czech Republic'}",18.0,6,18.0,0.0,Women's Figure,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp4-800x365.jpg
Mandi Morgan,"{'city': 'San Diego', 'state': 'CA', 'country': 'United States'}",10.0,3,10.0,0.0,Women's Figure,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp4-800x365.jpg
Kelsey Newby,"{'city': 'Tampa', 'state': 'FL', 'country': 'United States'}",23.0,8,23.0,0.0,Women's Figure,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp4-800x365.jpg
Lena Ramsteiner,"{'city': '', 'state': '', 'country': 'Germany'}",6.0,2,6.0,0.0,Women's Figure,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp4-800x365.jpg
Jessica Reyes Padilla,"{'city': 'Dallas', 'state': 'TX', 'country': 'United States'}",3.0,1,3.0,0.0,Women's Figure,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp4-800x365.jpg
Vee Sajousse,"{'city': 'Ft Lauderdale', 'state': 'FL', 'country': 'United States'}",15.0,5,15.0,0.0,Women's Figure,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp4-800x365.jpg
Karen Vitor,"{'city': '', 'state': '', 'country': 'Brazil'}",27.0,9,27.0,0.0,Women's Figure,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp4-800x365.jpg
Ommie Ali,"{'city': '', 'state': '', 'country': 'United Arab Emirates'}",22.0,7,22.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Anthony Asberry,"{'city': 'Dallas', 'state': 'TX', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Ricardo Cenat,"{'city': 'West Roxbury', 'state': 'MA', 'country': 'United States'}",6.0,2,6.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
James Davis,"{'city': 'Peachtree City', 'state': 'GA', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Stevelon Dennis,"{'city': 'Warrenton', 'state': 'VA', 'country': 'United States'}",16.0,5,16.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Tan Dhaliwal,"{'city': 'Austin', 'state': 'TX', 'country': 'United States'}",27.0,9,27.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Brandon Downs,"{'city': 'Edwardsville', 'state': 'IL', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Anthony Gardley,"{'city': 'Temple', 'state': 'TX', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Chance Harper,"{'city': 'Summerville', 'state': 'SC', 'country': 'United States'}",33.0,11,33.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Jorge Hernandez,"{'city': 'Laredo', 'state': 'TX', 'country': 'United States'}",45.0,15,45.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Brodee Jarrell,"{'city': 'Arlington', 'state': 'TX', 'country': 'United States'}",36.0,12,36.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Burak King,"{'city': 'Delray Beach', 'state': 'FL', 'country': 'United States'}",23.0,8,23.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Jeremiah Maxey,"{'city': 'College Station', 'state': 'TX', 'country': 'United States'}",3.0,1,3.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Michael Otule,"{'city': 'Washington', 'state': 'DC', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Marcell Shippen,"{'city': 'San Antonio', 'state': 'TX', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Ahmed Shokry,"{'city': '', 'state': '', 'country': 'Egypt'}",10.0,3,10.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Mario Stewart,"{'city': 'Spring', 'state': 'TX', 'country': 'United States'}",11.0,4,11.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Jared Stroman,"{'city': 'Portland', 'state': 'TN', 'country': 'United States'}",39.0,13,39.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Junpei Taguchi,"{'city': '', 'state': '', 'country': 'Japan'}",30.0,10,30.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Nicholas Thomas,"{'city': 'Liberty Hill', 'state': 'TX', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Micah Thomas Jr.,"{'city': 'Houston', 'state': 'TX', 'country': 'United States'}",40.0,14,40.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Aaron Thuraisingham,"{'city': '', 'state': '', 'country': 'New Zealand'}",48.0,16,48.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Cordell Waddey,"{'city': 'Flower Mound', 'state': 'TX', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Antoine Weatherspoon,"{'city': 'Princeton', 'state': 'TX', 'country': 'United States'}",17.0,6,17.0,0.0,Men's Physique,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp3-800x801.jpg
Marcello Alfonsi,"{'city': '', 'state': '', 'country': 'Canada'}",10.0,3,10.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
Muhammed Alzidan,"{'city': 'El Cajon', 'state': 'CA', 'country': 'United States'}",44.0,15,44.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
Francisco Barrios Vlk,"{'city': '', 'state': '', 'country': 'Brazil'}",3.0,1,3.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
Travis Charles,"{'city': 'Bishop', 'state': 'TX', 'country': 'United States'}",48.0,16,48.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
Phillip Chiero,"{'city': 'West Sacramento', 'state': 'CA', 'country': 'United States'}",30.0,10,30.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
Marcus Costa,"{'city': 'Jacksonville', 'state': '', 'country': 'United States'}",11.0,4,11.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
Anthony Deherrera,"{'city': 'Boise', 'state': 'ID', 'country': 'United States'}",23.0,8,23.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
Stephen Didoshak,"{'city': '', 'state': '', 'country': 'Canada'}",27.0,9,27.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
Cameron George,"{'city': '', 'state': '', 'country': 'Australia'}",17.0,5,17.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
Marshall Harris,"{'city': 'Brentwood', 'state': 'CA', 'country': 'United States'}",40.0,13,40.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
Boas Henrique,"{'city': '', 'state': '', 'country': 'Brazil'}",48.0,16,48.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
Jordan Janowitz,"{'city': 'Burleson', 'state': 'TX', 'country': 'United States'}",6.0,2,6.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
Jason Joseph,"{'city': 'East Rutherford', 'state': 'NJ', 'country': 'United States'}",21.0,7,21.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
Hameed Juma,"{'city': '', 'state': '', 'country': 'Bahrain'}",18.0,6,18.0,0.0,Men's 212 Bodybuilding,2024-texas-pro,"Irving,Texas",2024-08-09,https://www.ifbbpro.com/competition/2024-texas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/03/2024texasPRO_080924_resultsp1-800x805.jpg
