competitors_name,country,total,place,judging,finals,category,competition,location,date,url,img_url
Kille Kujala,"{'city': '', 'state': '', 'country': 'Finland'}",96.0,16,48.0,48.0,Men's Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp5-800x669.jpg
Josef Kveton,"{'city': '', 'state': '', 'country': 'Czech Republic'}",68.0,11,34.0,34.0,Men's Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp5-800x669.jpg
Emir Omeragic,"{'city': '', 'state': '', 'country': 'Germany'}",54.0,9,27.0,27.0,Men's Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp5-800x669.jpg
Justin Luis Rodriguez,"{'city': 'New York', 'state': 'NY', 'country': 'United States'}",60.0,10,30.0,30.0,Men's Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp5-800x669.jpg
Milan Sadek,"{'city': '', 'state': '', 'country': 'Czech Republic'}",90.0,15,45.0,45.0,Men's Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp5-800x669.jpg
Stuart Sutherland,"{'city': 'Redmond', 'state': 'WA', 'country': 'United States'}",24.0,4,12.0,12.0,Men's Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp5-800x669.jpg
Nicholas Walker,"{'city': 'Henderson', 'state': 'NV', 'country': 'United States'}",8.0,1,4.0,4.0,Men's Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp5-800x669.jpg
Krystian Wolski,"{'city': '', 'state': '', 'country': 'Poland'}",30.0,5,15.0,15.0,Men's Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp5-800x669.jpg
Elisa Alcantara,"{'city': '', 'state': '', 'country': 'Dominican Republic'}",5.0,2,5.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Juliane Almeida,"{'city': '', 'state': '', 'country': 'Brazil'}",27.0,9,27.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Debora Assuncao,"{'city': 'Melrose', 'state': 'MA', 'country': 'United States'}",21.0,7,21.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Emily Azzarello,"{'city': '', 'state': '', 'country': 'Canada'}",12.0,4,12.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Edna Ferreira De Souza,"{'city': 'Danbury', 'state': 'CT', 'country': 'United States'}",31.0,10,31.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Melitza Guerrero,"{'city': 'Huntersville', 'state': 'NC', 'country': 'United States'}",43.0,14,43.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Sheila Guidry,"{'city': 'Cypress', 'state': 'TX', 'country': 'United States'}",39.0,13,39.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Emily King,"{'city': '', 'state': '', 'country': 'Australia'}",15.0,5,15.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Chen Qi Liu,"{'city': '', 'state': '', 'country': 'China'}",9.0,3,9.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Giselle Machado,"{'city': '', 'state': '', 'country': 'Mexico'}",4.0,1,4.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Kelly Purcell,"{'city': 'Santee', 'state': 'CA', 'country': 'United States'}",32.0,11,32.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Lorena Ragusa,"{'city': 'Fort Myers', 'state': 'FL', 'country': 'United States'}",18.0,6,18.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Fernanda Rodrigues,"{'city': 'Danbury', 'state': 'CT', 'country': 'United States'}",44.0,15,44.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Shavonne Tedstone,"{'city': 'Worcester', 'state': 'MA', 'country': 'United States'}",24.0,8,24.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Minju Yoon,"{'city': '', 'state': '', 'country': 'South Korea'}",36.0,12,36.0,0.0,Women's Wellness,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp4-800x573.jpg
Philip Acevedo,"{'city': 'Somerset', 'state': 'NJ', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Laquintin Alston,"{'city': '', 'state': '', 'country': 'Australia'}",48.0,16,48.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Ali Bilal,"{'city': '', 'state': '', 'country': 'Afghanistan'}",3.0,1,3.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Nur Irfan Bin Ahmad,"{'city': '', 'state': '', 'country': 'Singapore'}",48.0,16,48.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Vitor Chaves,"{'city': '', 'state': '', 'country': 'Brazil'}",6.0,2,6.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Jordan Clark,"{'city': 'Cherry Hill', 'state': 'NJ', 'country': 'United States'}",21.0,7,21.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Jeremy Coleman,"{'city': 'Ontario', 'state': 'CA', 'country': 'United States'}",32.0,11,32.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Andrew David,"{'city': 'Webster', 'state': 'MA', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Jimmy Decius-Norius,"{'city': 'Miami', 'state': 'FL', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Fabian Feber,"{'city': '', 'state': '', 'country': 'Germany'}",16.0,5,16.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Andre Ferguson,"{'city': 'Lake Ronkonkoma', 'state': 'NY', 'country': 'United States'}",11.0,4,11.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Maxim Golovatii,"{'city': 'Brooklyn', 'state': 'NY', 'country': 'United States'}",31.0,10,31.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Aaron Harvey,"{'city': 'Bronx', 'state': 'NY', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Tunde Hassan,"{'city': '', 'state': '', 'country': 'Ireland'}",37.0,12,37.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Jarrett Jenkins,"{'city': 'Aventura', 'state': 'FL', 'country': 'United States'}",38.0,13,38.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Missael Leija,"{'city': '', 'state': '', 'country': 'Mexico'}",48.0,16,48.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Tom Mcnamara,"{'city': '', 'state': '', 'country': 'Australia'}",27.0,9,27.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Gage Moran,"{'city': 'Birdsboro', 'state': 'PA', 'country': 'United States'}",43.0,14,43.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Edvan Palmeira,"{'city': '', 'state': '', 'country': 'Brazil'}",10.0,3,10.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Alessio Sbizzera,"{'city': '', 'state': '', 'country': 'Italy'}",24.0,8,24.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Raphael Souza,"{'city': '', 'state': '', 'country': 'Brazil'}",44.0,15,44.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Alcides Vera Iii,"{'city': 'Old Bridge', 'state': 'NJ', 'country': 'United States'}",48.0,16,48.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Vinicius Mateus Viera Lima,"{'city': '', 'state': '', 'country': 'Brazil'}",17.0,6,17.0,0.0,Men's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Josefa Paloma Barba Bedolla,"{'city': '', 'state': '', 'country': 'Mexico'}",15.0,5,15.0,0.0,Women's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Jessica Falborn,"{'city': 'Lyndhurst', 'state': 'NJ', 'country': 'United States'}",26.0,9,26.0,0.0,Women's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Nadia Henriquez,"{'city': 'Miami', 'state': 'FL', 'country': 'United States'}",9.0,3,9.0,0.0,Women's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Sheronica Henton,"{'city': 'Winter Park', 'state': 'FL', 'country': 'United States'}",3.0,1,3.0,0.0,Women's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Jessica Hufstetler,"{'city': 'Sellersville', 'state': 'PA', 'country': 'United States'}",18.0,6,18.0,0.0,Women's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Marika Jones,"{'city': 'Collinsville', 'state': 'IL', 'country': 'United States'}",12.0,4,12.0,0.0,Women's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Yuna Kim,"{'city': '', 'state': '', 'country': 'South Korea'}",24.0,8,24.0,0.0,Women's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Angela Noury,"{'city': 'Providence', 'state': 'RI', 'country': 'United States'}",21.0,7,21.0,0.0,Women's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Julia Schrade,"{'city': '', 'state': '', 'country': 'Germany'}",6.0,2,6.0,0.0,Women's Physique,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp3-800x1103.jpg
Athanasios Attilakos,"{'city': 'Lyndhurst', 'state': 'NJ', 'country': 'United States'}",48.0,16,48.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Kerrith Bajio,"{'city': 'Bethel', 'state': 'CT', 'country': 'United States'}",5.0,2,5.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Francisco Barrios Vlk,"{'city': '', 'state': '', 'country': 'Brazil'}",9.0,3,9.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Tristen Escolastico,"{'city': 'Columbus', 'state': 'GA', 'country': 'United States'}",24.0,8,24.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Luiz Esteves,"{'city': 'Hialeah', 'state': 'FL', 'country': 'United States'}",21.0,7,21.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Scott Fogelsonger,"{'city': 'Oldsmar', 'state': 'FL', 'country': 'United States'}",48.0,16,48.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Jordan Gomes,"{'city': '', 'state': '', 'country': 'United Kingdom'}",36.0,12,36.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Nicholas Jackson,"{'city': 'Riverton', 'state': 'UT', 'country': 'United States'}",42.0,14,42.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Jason Joseph,"{'city': 'East Rutherford', 'state': 'NJ', 'country': 'United States'}",30.0,10,30.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Oleh Kryvyi,"{'city': '', 'state': '', 'country': 'Ukraine'}",4.0,1,4.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Karol Malecki,"{'city': '', 'state': '', 'country': 'Poland'}",45.0,15,45.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Fabricio Moreira,"{'city': '', 'state': '', 'country': 'Brazil'}",16.0,5,16.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Valentin Petrov,"{'city': '', 'state': '', 'country': 'Bulgaria'}",33.0,11,33.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Aaron Polites,"{'city': '', 'state': '', 'country': 'Australia'}",27.0,9,27.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Sung Il Ryu,"{'city': '', 'state': '', 'country': 'South Korea'}",39.0,13,39.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Lucas Silva Coelho,"{'city': '', 'state': '', 'country': 'Brazil'}",17.0,6,17.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Giuseppe Christian Zagarella,"{'city': '', 'state': '', 'country': 'Italy'}",12.0,4,12.0,0.0,Men's 212 Bodybuilding,2023-new-york-pro,"Teaneck,NJUnited States",2024-05-18,https://www.ifbbpro.com/competition/2023-new-york-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024nyPRO_051824_resultsp1-800x798.jpg
Eddie Bracamontes,"{'city': 'San Diego', 'state': 'CA', 'country': 'United States'}",136.0,13,68.0,68.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Tim Budesheim,"{'city': '', 'state': '', 'country': 'Germany'}",82.0,8,41.0,41.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Tonio Burton,"{'city': 'Reno', 'state': 'NV', 'country': 'United States'}",10.0,1,5.0,5.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Nathan Dandridge,"{'city': 'Moreno Valley', 'state': 'CA', 'country': 'United States'}",158.0,16,79.0,79.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Rafael Del Real,"{'city': 'Tulare', 'state': 'CA', 'country': 'United States'}",160.0,16,80.0,80.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Toto Djong,"{'city': 'Santa Monica', 'state': 'CA', 'country': 'United States'}",160.0,16,80.0,80.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Dorian Haywood,"{'city': 'Englewood', 'state': 'CO', 'country': 'United States'}",98.0,10,49.0,49.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Paul Hindson,"{'city': '', 'state': 'CA', 'country': 'United States'}",160.0,16,80.0,80.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Brady King,"{'city': 'Dublin', 'state': 'OH', 'country': 'United States'}",138.0,14,69.0,69.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
