,start_date,end_date,url,location,comp_type,divisions,division_type,promoter,promoter_website
0,October 26,,https://www.ifbbpro.com/competition/2024-ultimate-grand-prix-pro-am/,"Boca Raton,FLUnited States",IFBB Pro,"[""Women's Bikini""]",Masters,Serge Saric,http://www.floridasportfestival.com/
0,October 26,,https://www.ifbbpro.com/competition/2024-dennis-james-classic-germany/,"Frankfurt,Germany",IFBB Pro,"[""Men's Classic Physique""]",Open,Dennis James,https://www.ifbbproleaguegermany.de/
0,October 26,,https://www.ifbbpro.com/competition/2024-chattanooga-night-of-champions/,"Chattanooga,Tennessee",IFBB Pro,"[""Women's Fitness""]",Open and Masters,Allen Sizemore,https://npcifbbpronightofchampions.com/
0,October 25,,https://www.ifbbpro.com/competition/2024-moscow-showdown-pro-am/,"Moscow,Russian Federation",IFBB Pro,"[""Women's Bikini""]",Open,Oksana Grishina,https://www.npcworldwiderussia.ru/
0,October 19,,https://www.ifbbpro.com/competition/2024-british-championships/,,IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique""]",Open,2 Bros Pros,https://www.2bpevents.com/
0,October 19,October 20,https://www.ifbbpro.com/competition/2024-fitparade-pro/,"Budapest,Hungary",IFBB Pro,"[""Women's Bikini"", ""Women's Figure""]",,Ildiko Buranits (FitParade),https://www.fitparade.hu/en/home-page/
0,October 19,,https://www.ifbbpro.com/competition/2024-border-states-xlv-pro/,"San Diego,California",IFBB Pro,"[""Men's Physique""]",Open,Tamer El Guindy (USA),https://musclecontest.com/
0,October 18,October 20,https://www.ifbbpro.com/competition/2024-musclecontest-brazil-2/,"Sao Paulo,Brazil",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Classic Physique"", ""Women's Bikini"", ""Women's Wellness""]",Open,Tamer El Guindy (International),http://www.musclecontestinternational.com
0,October 18,October 19,https://www.ifbbpro.com/competition/2024-hurricane-pro/,"St. Petersburg,Florida",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Figure""]",Open and Masters,Tim Gardner,http://www.timgardnerproductions.com
0,October 10,October 13,https://www.ifbbpro.com/competition/2024-joe-weiders-olympia-fitness-performance-weekend/,"Las Vegas,NVUnited States",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Men's Wheelchair"", ""Women's Bikini"", ""Women's Bodybuilding"", ""Women's Figure"", ""Women's Fitness"", ""Women's Physique"", ""Women's Wellness""]",Open,"OLYMPIA, LLC (Pro)",https://mrolympia.com/
0,October 6,,https://www.ifbbpro.com/competition/2024-koloseum-pro/,"Milan,Italy",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini""]",Open,Barbara Bagnuolo,https://ifbbproitaly.info/
0,October 5,,https://www.ifbbpro.com/competition/2024-musclecontest-fortaleza/,"Fortaleza,Brazil",IFBB Pro,"[""Men's Physique""]",Open,Tamer El Guindy (International),http://www.musclecontestinternational.com
0,October 5,,https://www.ifbbpro.com/competition/2024-balkan-grand-prix-pro/,"Plovdiv,Bulgaria",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Women's Figure"", ""Women's Wellness""]",Open,Martin Rusanov,https://balkangrandprix.com/
0,October 5,,https://www.ifbbpro.com/competition/2024-southern-muscle-showdown/,"Dalton,GAUnited States",IFBB Pro,"[""Men's Classic Physique"", ""Women's Bikini""]",Open and Masters,Steve Payne,https://southernmuscleshowdown.com/
0,September 29,,https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,"Gyeonggi State,Korea, Republic of",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Figure""]",Open,,
0,September 28,,https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,"Reno,Nevada",IFBB Pro,"[""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Figure"", ""Women's Fitness"", ""Women's Physique""]",Open and Masters,Chris Minnes,https://centerpodium.com/
0,September 28,September 29,https://www.ifbbpro.com/competition/2024-daytona-pro-am-championships/,"Daytona Beach,Florida",IFBB Pro,"[""Men's Physique"", ""Women's Bikini"", ""Women's Figure"", ""Women's Physique""]",Open and Masters,Michael Matassa,http://www.npcdbc.com/
0,September 28,,https://www.ifbbpro.com/competition/2024-tsunami-nutrition-showdown/,"Metz,France",IFBB Pro,"[""Men's Bodybuilding"", ""Men's Classic Physique"", ""Women's Bikini""]",Open,APDF France,https://www.apdffrance.com/
0,September 28,,https://www.ifbbpro.com/competition/2024-musclecontest-rio/,"Rio de Janeiro,Brazil",IFBB Pro,"[""Men's Physique""]",Open and Masters,Tamer El Guindy (International),http://www.musclecontestinternational.com
0,September 28,,https://www.ifbbpro.com/competition/2024-everest-muscle-fest/,"Warsaw,Poland",IFBB Pro,"[""Women's Figure""]",Open,Robert Piotrkowicz,https://ifbbpro.com.pl/
0,September 21,,https://www.ifbbpro.com/competition/2024-titans-grand-prix-pro/,"Anaheim,California",IFBB Pro,"[""Men's Classic Physique"", ""Women's Bodybuilding"", ""Women's Fitness""]",Open,Tamer El Guindy (USA),https://musclecontest.com/
0,September 21,,https://www.ifbbpro.com/competition/2024-sasquatch-pro-am/,"Federal Way,Washington",IFBB Pro,"[""Men's Physique"", ""Women's Bikini"", ""Women's Figure""]",Open and Masters,Michele Mayberry & Christopher Algeo,https://sasquatchproam.com/
0,September 19,September 22,https://www.ifbbpro.com/competition/13199/,"Ixmir,Turkey",IFBB Pro,"[""Men's Physique""]",Open,Mo Barakat | Expo Sport Izmir,https://npcturkey.com/
0,September 14,September 15,https://www.ifbbpro.com/competition/2024-europa-pro/,"London,United Kingdom",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Men's Wheelchair"", ""Women's Bikini"", ""Women's Bodybuilding"", ""Women's Figure"", ""Women's Fitness"", ""Women's Physique"", ""Women's Wellness""]",Open,2 Bros Pros | Barbara Bagnuolo,https://www.2bpevents.com/
0,September 14,,https://www.ifbbpro.com/competition/2024-san-antonio-pro/,"San Antonio,Texas",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Figure""]",Open and Masters,Tim Gardner,http://www.timgardnerproductions.com
0,September 14,,https://www.ifbbpro.com/competition/2024-janet-layugs-battle-of-the-bodies/,"Fort Lauderdale,Florida",IFBB Pro,"[""Women's Bikini""]",Open and Masters,Janet Layug,https://www.janetsbattleofthebodies.com/
0,September 8,,https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,"Milan,Italy",IFBB Pro,"[""Men's Bodybuilding"", ""Men's Physique"", ""Women's Bikini""]",Open,Barbara Bagnuolo,https://ifbbproitaly.info/
0,September 7,,https://www.ifbbpro.com/competition/2024-heart-of-texas-pro/,"Frisco,TXUnited States",IFBB Pro,"[""Women's Wellness""]",Open and Masters,Prince Harrison,https://optimumfitness.com/
0,September 7,,https://www.ifbbpro.com/competition/2024-florida-pro/,"Sarasota,FLUnited States",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Figure""]",Open and Masters,Stacy Taylor,https://ifbbproleaguefloridapro.com/
0,September 7,,https://www.ifbbpro.com/competition/2024-everest-muscle-classic/,"Warsaw,Poland",IFBB Pro,"[""Men's Classic Physique""]",Open,Robert Piotrkowicz,https://ifbbpro.com.pl/
0,September 4,,https://www.ifbbpro.com/competition/2024-global-classic-hong-kong-pro-show/,"Hong Kong,Hong Kong",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini""]",Open,Hugo Chan,
0,September 1,,https://www.ifbbpro.com/competition/2024-alina-popa-classic/,"Cluj,Romania",IFBB Pro,"[""Women's Bodybuilding""]",Open,Wings of Strength | Alina Popa,https://wingsofstrength.net/
0,September 1,,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,"Pittsburgh,Pennsylvania",IFBB Pro,,Masters,,
0,August 31,September 1,https://www.ifbbpro.com/competition/2024-pharlabs-mexico-grand-battle-pro-am/,"Monterrey,Mexico",IFBB Pro,"[""Men's Physique"", ""Women's Bikini""]",Open,M&M Promotions (MGB),https://mexicograndbattle.com/en/
0,August 31,,https://www.ifbbpro.com/competition/2024-musclecontest-goiania/,"Goiania,Brazil",IFBB Pro,"[""Men's Physique""]",Open,Tamer El Guindy (International),http://www.musclecontestinternational.com
0,August 31,,https://www.ifbbpro.com/competition/2024-rgv-classic/,"McAllen,TXUnited States",IFBB Pro,"[""Men's Classic Physique"", ""Women's Bikini"", ""Women's Wellness""]",Open,Bernadette Galvan,https://galvanizedproductions.com/
0,August 25,,https://www.ifbbpro.com/competition/2024-tokyo-pro-supershow/,"Tokyo,Japan",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini""]",Open,Takayuki Shoji (PRO),https://www.ifbbpro-japan.com/
0,August 24,,https://www.ifbbpro.com/competition/2024-rising-phoenix-arizona-pro/,"Phoenix,Arizona",IFBB Pro,"[""Women's Bikini"", ""Women's Bodybuilding"", ""Women's Figure"", ""Women's Fitness"", ""Women's Physique"", ""Women's Wellness""]",Open and Masters,Alex Sacasa,https://wingsofstrength.net/event_schedule/risingphx23/
0,August 24,,https://www.ifbbpro.com/competition/2024-musclecontest-belo-horizonte/,"Curitiba,Brazil",IFBB Pro,"[""Men's 212 Bodybuilding""]",Open,Tamer El Guindy (International),http://www.musclecontestinternational.com
0,August 24,,https://www.ifbbpro.com/competition/2024-sin-city-showdown/,"Las Vegas,NVUnited States",IFBB Pro,"[""Women's Wellness""]",Open,Tamer El Guindy (USA),https://musclecontest.com/
0,August 24,,https://www.ifbbpro.com/competition/2024-world-klash-championships/,"Charleston,South Carolina",IFBB Pro,"[""Women's Bikini""]",Open and Masters,Joe Pishkula,https://theklash.com/
0,August 17,,https://www.ifbbpro.com/competition/2024-musclecontest-muscleworld-pro/,"Campinas,Brazil",IFBB Pro,"[""Men's Classic Physique""]",Open,Tamer El Guindy (International),http://www.musclecontestinternational.com
0,August 17,,https://www.ifbbpro.com/competition/2024-maxfit-classic-masters-pro/,"Fort Walton Beach,Florida",IFBB Pro,,Masters,Russ Mesey,https://npcmaxfitclassic.com/
0,August 17,,https://www.ifbbpro.com/competition/2024-nashville-fit-show/,"Nashville,Tennessee",IFBB Pro,"[""Women's Bikini""]",Open and Masters,Whitney Wiser-Savage,http://nashvillefitshow.com/
0,August 16,August 17,https://www.ifbbpro.com/competition/2024-tupelo-pro/,"Tupelo,MSUnited States",IFBB Pro,"[""Men's Classic Physique"", ""Women's Figure"", ""Women's Physique"", ""Women's Wellness""]",Open and Masters,Timmy & Judy Gaillard,https://www.totalbodygym.net/
0,August 10,,https://www.ifbbpro.com/competition/2024-pacific-usa-xxx-pro/,"San Diego,California",IFBB Pro,"[""Men's Physique""]",Open,Tamer El Guindy (USA),https://musclecontest.com/
0,August 10,,https://www.ifbbpro.com/competition/2024-dragon-physique-china-dms-pro/,"Ningjin,China",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique""]",Open,Sara Lan,https://www.dms-sports.com/en/
0,August 10,,https://www.ifbbpro.com/competition/2024-tahoe-show/,"Stateline,Nevada",IFBB Pro,"[""Women's Bikini""]",Open and Masters,Chris Minnes,https://centerpodium.com/
0,August 10,,https://www.ifbbpro.com/competition/2024-florida-state-masters-pro/,"Orlando,Florida",IFBB Pro,,Masters,Deke Warner,https://dekewarner.com/
0,August 9,August 10,https://www.ifbbpro.com/competition/2024-texas-pro/,"Irving,Texas",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Figure"", ""Women's Physique"", ""Women's Wellness""]",Open,Freddy Naidu,https://battleupproductions.com/
0,August 1,August 3,https://www.ifbbpro.com/competition/2024-tampa-pro/,"Tampa,Florida",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Bodybuilding"", ""Women's Figure"", ""Women's Fitness"", ""Women's Physique"", ""Women's Wellness""]",Open and Masters,Tim Gardner,http://www.timgardnerproductions.com
0,July 28,,https://www.ifbbpro.com/competition/2024-dubai-pro/,"Dubai,United Arab Emirates",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique""]",Open,Mo Barakat,
0,July 28,,https://www.ifbbpro.com/competition/2024-xtreme-bodybuilding/,"Tijuana,Mexico",IFBB Pro,"[""Men's Classic Physique""]",Open,Gabriel Velasco,https://xtremebodybuilding.com.mx/
0,July 20,July 21,https://www.ifbbpro.com/competition/2024-musclecontest-brazil/,"Curitiba,Brazil",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Figure"", ""Women's Wellness""]",Open,Tamer El Guindy (International),http://www.musclecontestinternational.com
0,July 20,,https://www.ifbbpro.com/competition/2024-patriots-challenge-pro/,"Las Vegas,NVUnited States",IFBB Pro,"[""Women's Bikini""]",Open,Tamer El Guindy (USA),https://musclecontest.com/
0,July 18,July 21,https://www.ifbbpro.com/competition/2024-colombia-pro-am/,"Medellin,Colombia",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Figure"", ""Women's Wellness""]",Open,Maz Ali,
0,July 18,July 20,https://www.ifbbpro.com/competition/2024-chicago-pro/,"Chicago,Illinois",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Bodybuilding"", ""Women's Figure"", ""Women's Physique"", ""Women's Wellness""]",Open and Masters,Tim Gardner,http://www.timgardnerproductions.com
0,July 13,July 14,https://www.ifbbpro.com/competition/2024-euro-muscle-show/,"Amsterdam,Netherlands",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Classic Physique"", ""Women's Bikini"", ""Women's Wellness""]",Open,Liona Bergmann (Euro Muscle),https://euromuscleshow.com/
0,July 13,July 14,https://www.ifbbpro.com/competition/2024-vancouver-pro-show/,"Abbotsford,BCCanada",IFBB Pro,"[""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Figure"", ""Women's Fitness""]",Open,Michelle Krack,http://vanproshow.com/
0,July 13,,https://www.ifbbpro.com/competition/2024-zhanna-rotar-pro/,"Anaheim,California",IFBB Pro,"[""Women's Figure""]",Open,Tamer El Guindy (USA),https://musclecontest.com/
0,July 13,,https://www.ifbbpro.com/competition/2024-republic-of-texas-pro/,"Austin,TXUnited States",IFBB Pro,"[""Men's Physique"", ""Women's Bikini"", ""Women's Wellness""]",Open,Bernadette Galvan,https://galvanizedproductions.com/
0,July 12,July 14,https://www.ifbbpro.com/competition/2024-tw-pro-2/,"Kaohsiung,Taiwan",IFBB Pro,"[""Men's Classic Physique"", ""Women's Bikini""]",Open,John Chen,https://www.ifbbpro.com.tw/
0,July 12,July 14,https://www.ifbbpro.com/competition/2024-lenda-murray-atlanta-pro-supershow/,"Atlanta,GeorgiaUnited States",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Bodybuilding"", ""Women's Figure"", ""Women's Fitness"", ""Women's Physique"", ""Women's Wellness""]",Open and Masters,Alex Sacasa,https://wingsofstrength.net/event_schedule/risingphx23/
0,July 7,,https://www.ifbbpro.com/competition/2024-mr-big-evolution-pro/,"Estoril,Portugal",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Bodybuilding"", ""Women's Figure"", ""Women's Physique"", ""Women's Wellness""]",Open,Mr. Big Evolution (AO),https://www.ifbbpro-portugal.pt/
0,July 7,,https://www.ifbbpro.com/competition/2024-huanji-china-pro/,"Sanya,China",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini""]",Open,Kate Zou,https://pro.olympiacertificate.com/
0,June 30,,https://www.ifbbpro.com/competition/2024-musclecontest-ireland-pro/,"Limerick,Ireland",IFBB Pro,"[""Men's Classic Physique""]",Open,Tamer El Guindy (International),http://www.musclecontestinternational.com
0,June 30,,https://www.ifbbpro.com/competition/2024-argentina-sur-pro-cup/,"Buenos Aires,Argentina",IFBB Pro,"[""Men's Classic Physique"", ""Women's Wellness""]",Open,Fernando Loreiro,https://www.npcsudamerica.com/
0,June 29,,https://www.ifbbpro.com/competition/2024-eurasia-championships/,"Almaty,Kazakhstan",IFBB Pro,"[""Men's Physique""]",Open,Chris Minnes,https://centerpodium.com/
0,June 29,,https://www.ifbbpro.com/competition/2024-st-pete-pro/,"St. Petersburg,Florida",IFBB Pro,"[""Men's Physique""]",Open and Masters,David Herskovitz,https://www.herskiepro.com/
0,June 29,,https://www.ifbbpro.com/competition/2024-indy-pro/,"Carmel,INUnited States",IFBB Pro,"[""Men's Classic Physique"", ""Women's Bikini""]",Open and Masters,,
0,June 23,,https://www.ifbbpro.com/competition/2024-drogran-physique-china-dms-pro/,"Tianjin,China",IFBB Pro,"[""Men's Physique"", ""Women's Bikini""]",Open,Sara Lan,https://www.dms-sports.com/en/
0,June 23,,https://www.ifbbpro.com/competition/2024-italy-flex-weekend-pro/,"Milan,Italy",IFBB Pro,"[""Men's Bodybuilding"", ""Men's Physique"", ""Women's Bikini"", ""Women's Wellness""]",Open,Barbara Bagnuolo,https://ifbbproitaly.info/
0,June 22,,https://www.ifbbpro.com/competition/2024-world-classic-pro-bikini/,"Chattanooga,Tennessee",IFBB Pro,"[""Women's Bikini""]",Open,Sandy Williamson,https://npcjrnats.com/
0,June 22,,https://www.ifbbpro.com/competition/2024-tanji-johnson-classic/,"Tacoma,WAUnited States",IFBB Pro,"[""Women's Wellness""]",Open and Masters,Tanji Johnson,https://tjclassic.com/
0,June 22,,https://www.ifbbpro.com/competition/2024-body-be-1-classic/,"Montgomery,ALUnited States",IFBB Pro,"[""Men's Classic Physique"", ""Men's Physique"", ""Women's Figure"", ""Women's Fitness""]",Open and Masters,Roland Huff (BodyBe1),https://www.bodybe1classic.com/
0,June 22,,https://www.ifbbpro.com/competition/2024-south-florida-pro/,"Boca Raton,FLUnited States",IFBB Pro,"[""Men's 212 Bodybuilding""]",Open and Masters,John Hnatyschak,https://chzldclassic.com/
0,June 15,June 16,https://www.ifbbpro.com/competition/2024-spain-empro-classic/,"Alicante,Spain",IFBB Pro,"[""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Women's Bikini"", ""Women's Bodybuilding"", ""Women's Figure"", ""Women's Physique"", ""Women's Wellness""]",Open,Emilio Martinez (Empro),https://emproclassic.com/
0,June 15,,https://www.ifbbpro.com/competition/2024-southern-california-pro/,"San Diego,California",IFBB Pro,"[""Women's Wellness""]",Open,Tamer El Guindy (USA),https://musclecontest.com/
0,June 8,June 9,https://www.ifbbpro.com/competition/2024-toronto-pro-supershow/,"Toronto,OntarioCanada",IFBB Pro,"[""Men's 212 Bodybuilding"", ""Men's Bodybuilding"", ""Men's Classic Physique"", ""Men's Physique"", ""Men's Wheelchair"", ""Women's Bikini"", ""Women's Bodybuilding"", ""Women's Figure"", ""Women's Physique"", ""Women's Wellness""]",Open and Masters,Ron Hache,http://www.TorontoProSupershow.com
0,June 8,,https://www.ifbbpro.com/competition/2024-adela-garcia-pro-am/,"Bastrop,TXUnited States",IFBB Pro,"[""Women's Fitness""]",Open,Adela Garcia,https://npcadelagarcia.com/
